iso_ts,watts,device,tag
2026-08-21T22:36:09.344532+00:00,46.52,omen-system,
2026-08-21T22:36:16.415215+00:00,47.131,omen-system,
2026-08-21T22:36:23.907428+00:00,47.218,omen-system,
2026-08-21T22:36:30.629150+00:00,46.552,omen-system,
2026-08-21T22:36:37.838798+00:00,46.249,omen-system,
2026-08-21T22:36:44.862590+00:00,46.02,omen-system,
2026-08-21T22:36:51.913278+00:00,46.725,omen-system,
2026-08-21T22:36:58.856574+00:00,46.041,omen-system,
2026-08-21T22:37:06.346978+00:00,46.134,omen-system,
2026-08-21T22:37:12.892114+00:00,49.466,omen-system,
2026-08-21T22:37:20.053128+00:00,46.004,omen-system,
2026-08-21T22:37:27.043330+00:00,48.068,omen-system,
2026-08-21T22:37:33.757440+00:00,47.285,omen-system,
2026-08-21T22:37:40.156976+00:00,41.736,omen-system,
2026-08-21T22:37:46.489419+00:00,41.739,omen-system,
2026-08-21T22:37:52.818159+00:00,41.69,omen-system,
2026-08-21T22:37:59.118877+00:00,41.37,omen-system,
2026-08-21T22:38:05.465202+00:00,41.583,omen-system,
2026-08-21T22:38:11.985298+00:00,44.216,omen-system,
2026-08-21T22:38:18.341419+00:00,41.827,omen-system,
2026-08-21T22:38:24.763884+00:00,41.454,omen-system,
2026-08-21T22:38:31.148980+00:00,41.661,omen-system,
2026-08-21T22:38:37.542706+00:00,41.52,omen-system,
2026-08-21T22:38:44.177636+00:00,47.409,omen-system,
2026-08-21T22:38:50.962755+00:00,45.445,omen-system,
2026-08-21T22:38:57.375310+00:00,43.767,omen-system,
2026-08-21T22:39:03.941240+00:00,45.428,omen-system,
2026-08-21T22:39:10.855409+00:00,45.16,omen-system,
2026-08-21T22:39:17.633944+00:00,44.046,omen-system,
2026-08-21T22:39:23.948957+00:00,41.66,omen-system,
2026-08-21T22:39:30.635715+00:00,44.901,omen-system,
2026-08-21T22:39:38.793023+00:00,44.535,omen-system,
2026-08-21T22:39:45.149164+00:00,41.703,omen-system,
2026-08-21T22:39:51.566307+00:00,41.616,omen-system,
2026-08-21T22:40:00.169082+00:00,45.149,omen-system,
2026-08-21T22:40:06.514684+00:00,42.251,omen-system,
2026-08-21T22:40:12.899332+00:00,41.278,omen-system,
2026-08-21T22:40:19.331001+00:00,41.888,omen-system,
2026-08-21T22:40:25.965033+00:00,45.018,omen-system,
2026-08-21T22:40:32.692773+00:00,43.134,omen-system,
2026-08-21T22:40:39.182880+00:00,45.979,omen-system,
2026-08-21T22:40:45.519797+00:00,41.538,omen-system,
2026-08-21T22:40:51.986707+00:00,41.89,omen-system,
2026-08-21T22:40:58.363472+00:00,41.999,omen-system,
2026-08-21T22:41:04.972974+00:00,42.103,omen-system,
2026-08-21T22:41:11.288755+00:00,41.102,omen-system,
2026-08-21T22:41:17.663699+00:00,42.026,omen-system,
2026-08-21T22:41:24.388286+00:00,49.19,omen-system,
2026-08-21T22:41:30.763696+00:00,42.008,omen-system,
2026-08-21T22:41:37.139293+00:00,42.81,omen-system,
2026-08-21T22:41:43.509973+00:00,41.896,omen-system,
2026-08-21T22:41:49.830551+00:00,42.117,omen-system,
2026-08-21T22:41:56.209986+00:00,42.567,omen-system,
2026-08-21T22:42:02.603815+00:00,42.05,omen-system,
2026-08-21T22:42:09.311133+00:00,45.712,omen-system,
2026-08-21T22:42:16.522875+00:00,46.627,omen-system,
2026-08-21T22:42:23.059267+00:00,45.679,omen-system,
2026-08-21T22:42:30.825402+00:00,45.944,omen-system,
2026-08-21T22:42:37.753713+00:00,47.588,omen-system,
2026-08-21T22:42:44.862912+00:00,45.961,omen-system,
2026-08-21T22:42:51.884802+00:00,45.548,omen-system,
2026-08-21T22:42:58.951276+00:00,47.426,omen-system,
2026-08-21T22:43:05.587739+00:00,46.213,omen-system,
2026-08-21T22:43:12.762756+00:00,46.984,omen-system,
2026-08-21T22:43:19.510461+00:00,46.04,omen-system,
2026-08-21T22:43:26.805990+00:00,45.868,omen-system,
2026-08-21T22:43:33.404934+00:00,46.881,omen-system,
2026-08-21T22:43:40.557085+00:00,47.252,omen-system,
2026-08-21T22:43:47.467137+00:00,46.747,omen-system,
2026-08-21T22:43:54.583030+00:00,46.027,omen-system,
2026-08-21T22:44:01.406546+00:00,47.437,omen-system,
2026-08-21T22:44:08.249695+00:00,46.167,omen-system,
2026-08-21T22:44:14.798348+00:00,46.16,omen-system,
2026-08-21T22:44:21.722651+00:00,47.415,omen-system,
2026-08-21T22:44:28.116834+00:00,41.495,omen-system,
2026-08-21T22:44:34.431392+00:00,41.848,omen-system,
2026-08-21T22:44:40.793612+00:00,41.666,omen-system,
2026-08-21T22:44:47.211593+00:00,42.566,omen-system,
2026-08-21T22:44:53.570391+00:00,41.919,omen-system,
2026-08-21T22:44:59.955491+00:00,43.319,omen-system,
2026-08-21T22:45:06.366616+00:00,41.483,omen-system,
2026-08-21T22:45:12.736752+00:00,41.728,omen-system,
2026-08-21T22:45:19.114936+00:00,42.279,omen-system,
2026-08-21T22:45:25.511233+00:00,46.626,omen-system,
2026-08-21T22:45:31.867324+00:00,44.135,omen-system,
2026-08-21T22:45:38.345334+00:00,43.526,omen-system,
2026-08-21T22:45:44.714195+00:00,42.501,omen-system,
2026-08-21T22:45:51.162618+00:00,46.511,omen-system,
2026-08-21T22:45:58.000902+00:00,46.319,omen-system,
2026-08-21T22:46:04.697392+00:00,44.644,omen-system,
2026-08-21T22:46:11.081514+00:00,41.49,omen-system,
2026-08-21T22:46:17.420427+00:00,41.986,omen-system,
2026-08-21T22:46:23.746338+00:00,42.673,omen-system,
2026-08-21T22:46:31.144408+00:00,43.453,omen-system,
2026-08-21T22:46:37.571106+00:00,46.033,omen-system,
2026-08-21T22:46:44.196753+00:00,41.121,omen-system,
2026-08-21T22:46:50.521650+00:00,42.132,omen-system,
2026-08-21T22:46:57.312597+00:00,43.711,omen-system,
2026-08-21T22:47:03.725546+00:00,41.8,omen-system,
2026-08-21T22:47:10.049523+00:00,41.975,omen-system,
2026-08-21T22:47:16.384141+00:00,41.396,omen-system,
2026-08-21T22:47:22.771471+00:00,42.023,omen-system,
2026-08-21T22:47:29.380158+00:00,45.453,omen-system,
2026-08-21T22:47:35.827696+00:00,43.072,omen-system,
2026-08-21T22:47:42.155834+00:00,41.636,omen-system,
2026-08-21T22:47:49.027952+00:00,46.407,omen-system,
2026-08-21T22:47:55.651065+00:00,44.896,omen-system,
2026-08-21T22:48:01.956445+00:00,42.295,omen-system,
2026-08-21T22:48:08.380142+00:00,43.024,omen-system,
2026-08-21T22:48:15.282634+00:00,43.593,omen-system,
2026-08-21T22:48:21.643736+00:00,41.52,omen-system,
2026-08-21T22:48:28.034909+00:00,42.553,omen-system,
2026-08-21T22:48:34.372715+00:00,42.067,omen-system,
2026-08-21T22:48:41.397820+00:00,44.728,omen-system,
2026-08-21T22:48:47.777484+00:00,42.101,omen-system,
2026-08-21T22:48:54.097443+00:00,41.783,omen-system,
2026-08-21T22:49:00.969935+00:00,44.609,omen-system,
2026-08-21T22:49:07.336232+00:00,42.028,omen-system,
2026-08-21T22:49:13.712923+00:00,45.222,omen-system,
2026-08-21T22:49:20.826276+00:00,46.02,omen-system,
2026-08-21T22:49:27.175791+00:00,40.545,omen-system,
2026-08-21T22:49:33.488566+00:00,40.898,omen-system,
2026-08-21T22:49:39.798964+00:00,40.866,omen-system,
2026-08-21T22:49:46.100750+00:00,40.913,omen-system,
2026-08-21T22:49:52.441000+00:00,40.74,omen-system,
2026-08-21T22:49:58.784291+00:00,40.786,omen-system,
2026-08-21T22:50:05.112899+00:00,40.461,omen-system,
2026-08-21T22:50:11.485580+00:00,40.429,omen-system,
2026-08-21T22:50:17.780569+00:00,41.284,omen-system,
2026-08-21T22:50:24.123560+00:00,40.604,omen-system,
2026-08-21T22:50:30.442626+00:00,40.82,omen-system,
2026-08-21T22:50:36.769533+00:00,40.381,omen-system,
2026-08-21T22:50:43.080236+00:00,40.539,omen-system,
2026-08-21T22:50:49.385921+00:00,40.842,omen-system,
2026-08-21T22:50:55.692374+00:00,40.352,omen-system,
2026-08-21T22:51:02.005140+00:00,40.613,omen-system,
2026-08-21T22:51:08.313838+00:00,41.602,omen-system,
2026-08-21T22:51:14.693311+00:00,40.653,omen-system,
2026-08-21T22:51:21.040427+00:00,40.95,omen-system,
2026-08-21T22:51:27.346728+00:00,40.473,omen-system,
2026-08-21T22:51:33.691366+00:00,40.856,omen-system,
2026-08-21T22:51:39.995679+00:00,40.958,omen-system,
2026-08-21T22:51:46.322213+00:00,40.3,omen-system,
2026-08-21T22:51:52.622733+00:00,40.495,omen-system,
2026-08-21T22:51:58.926462+00:00,41.279,omen-system,
2026-08-21T22:52:05.231966+00:00,40.568,omen-system,
2026-08-21T22:52:11.552268+00:00,40.163,omen-system,
2026-08-21T22:52:17.844387+00:00,41.341,omen-system,
2026-08-21T22:52:24.149562+00:00,40.183,omen-system,
2026-08-21T22:52:30.485986+00:00,40.502,omen-system,
2026-08-21T22:52:36.804985+00:00,40.08,omen-system,
2026-08-21T22:52:43.077569+00:00,40.177,omen-system,
2026-08-21T22:52:49.409463+00:00,41.13,omen-system,
2026-08-21T22:52:55.708711+00:00,41.143,omen-system,
2026-08-21T22:53:02.006692+00:00,40.834,omen-system,
2026-08-21T22:53:08.374175+00:00,41.334,omen-system,
2026-08-21T22:53:14.679716+00:00,40.524,omen-system,
2026-08-21T22:53:21.008781+00:00,41.293,omen-system,
2026-08-21T22:53:27.342336+00:00,40.282,omen-system,
2026-08-21T22:53:33.636923+00:00,40.473,omen-system,
2026-08-21T22:53:39.971139+00:00,40.439,omen-system,
2026-08-21T22:53:46.300252+00:00,40.022,omen-system,
2026-08-21T22:53:52.590691+00:00,41.05,omen-system,
2026-08-21T22:53:58.904338+00:00,41.314,omen-system,
2026-08-21T22:54:05.227370+00:00,41.139,omen-system,
2026-08-21T22:54:11.569516+00:00,41.299,omen-system,
2026-08-21T22:54:17.887280+00:00,40.338,omen-system,
2026-08-21T22:54:24.239982+00:00,40.438,omen-system,
2026-08-21T22:54:30.636200+00:00,41.194,omen-system,
2026-08-21T22:54:36.948425+00:00,41.543,omen-system,
2026-08-21T22:54:43.273627+00:00,40.536,omen-system,
2026-08-21T22:54:49.601712+00:00,40.879,omen-system,
2026-08-21T22:54:55.921599+00:00,40.248,omen-system,
2026-08-21T22:55:02.295176+00:00,40.289,omen-system,
2026-08-21T22:55:08.563220+00:00,41.333,omen-system,
2026-08-21T22:55:14.890598+00:00,40.793,omen-system,
2026-08-21T22:55:21.226072+00:00,40.986,omen-system,
2026-08-21T22:55:27.547245+00:00,40.758,omen-system,
2026-08-21T22:55:33.913761+00:00,40.5,omen-system,
2026-08-21T22:55:40.215558+00:00,40.789,omen-system,
2026-08-21T22:55:46.529942+00:00,40.281,omen-system,
2026-08-21T22:55:52.856189+00:00,41.113,omen-system,
2026-08-21T22:55:59.180884+00:00,40.547,omen-system,
2026-08-21T22:56:05.496864+00:00,41.245,omen-system,
2026-08-21T22:56:11.824689+00:00,41.144,omen-system,
2026-08-21T22:56:18.122530+00:00,40.742,omen-system,
2026-08-21T22:56:24.438577+00:00,40.302,omen-system,
2026-08-21T22:56:30.761597+00:00,40.743,omen-system,
2026-08-21T22:56:37.087570+00:00,40.387,omen-system,
2026-08-21T22:56:43.390583+00:00,41.338,omen-system,
2026-08-21T22:56:49.723576+00:00,40.844,omen-system,
2026-08-21T22:56:56.035453+00:00,41.058,omen-system,
2026-08-21T22:57:02.334833+00:00,41.063,omen-system,
2026-08-21T22:57:08.621885+00:00,41.594,omen-system,
2026-08-21T22:57:15.611984+00:00,41.274,omen-system,
2026-08-21T22:57:21.970783+00:00,40.877,omen-system,
2026-08-21T22:57:28.368024+00:00,41.334,omen-system,
2026-08-21T22:57:34.866073+00:00,43.738,omen-system,
2026-08-21T22:57:41.245993+00:00,42.489,omen-system,
2026-08-21T22:57:47.708511+00:00,42.221,omen-system,
2026-08-21T22:57:54.065714+00:00,40.568,omen-system,
2026-08-21T22:58:00.448490+00:00,40.549,omen-system,
2026-08-21T22:58:06.785724+00:00,41.032,omen-system,
2026-08-21T22:58:13.140876+00:00,40.698,omen-system,
2026-08-21T22:58:19.535395+00:00,40.99,omen-system,
2026-08-21T22:58:25.865500+00:00,40.484,omen-system,
2026-08-21T22:58:32.188540+00:00,40.768,omen-system,
2026-08-21T22:58:38.513309+00:00,41.296,omen-system,
2026-08-21T22:58:44.824998+00:00,40.853,omen-system,
2026-08-21T22:58:51.142833+00:00,40.215,omen-system,
2026-08-21T22:58:57.483621+00:00,40.661,omen-system,
2026-08-21T22:59:03.822136+00:00,40.555,omen-system,
2026-08-21T22:59:10.143496+00:00,41.134,omen-system,
2026-08-21T22:59:16.539741+00:00,40.427,omen-system,
2026-08-21T22:59:22.822683+00:00,40.595,omen-system,
2026-08-21T22:59:29.138703+00:00,40.983,omen-system,
2026-08-21T22:59:35.480634+00:00,40.79,omen-system,
2026-08-21T22:59:41.867673+00:00,40.644,omen-system,
2026-08-21T22:59:48.187188+00:00,41.018,omen-system,
2026-08-21T22:59:54.606765+00:00,42.557,omen-system,
2026-08-21T23:00:01.115400+00:00,44.986,omen-system,
2026-08-21T23:00:07.578658+00:00,43.288,omen-system,
2026-08-21T23:00:13.952408+00:00,40.404,omen-system,
2026-08-21T23:00:20.310812+00:00,40.003,omen-system,
2026-08-21T23:00:26.688332+00:00,42.964,omen-system,
2026-08-21T23:00:32.993804+00:00,40.474,omen-system,
2026-08-21T23:00:39.307545+00:00,40.986,omen-system,
2026-08-21T23:00:45.613902+00:00,40.229,omen-system,
2026-08-21T23:00:51.941327+00:00,40.917,omen-system,
2026-08-21T23:00:58.259318+00:00,40.29,omen-system,
2026-08-21T23:01:04.551646+00:00,40.949,omen-system,
2026-08-21T23:01:10.867422+00:00,40.428,omen-system,
2026-08-21T23:01:17.167635+00:00,41.216,omen-system,
2026-08-21T23:01:23.478321+00:00,40.657,omen-system,
2026-08-21T23:01:29.813132+00:00,40.647,omen-system,
2026-08-21T23:01:36.159178+00:00,40.561,omen-system,
2026-08-21T23:01:42.445663+00:00,40.698,omen-system,
2026-08-21T23:01:48.749620+00:00,40.734,omen-system,
2026-08-21T23:01:55.087571+00:00,40.715,omen-system,
2026-08-21T23:02:01.423136+00:00,40.747,omen-system,
2026-08-21T23:02:07.751579+00:00,40.787,omen-system,
2026-08-21T23:02:14.062061+00:00,41.161,omen-system,
2026-08-21T23:02:20.450679+00:00,40.165,omen-system,
2026-08-21T23:02:26.754713+00:00,39.828,omen-system,
2026-08-21T23:02:33.024706+00:00,40.516,omen-system,
2026-08-21T23:02:39.319198+00:00,40.872,omen-system,
2026-08-21T23:02:45.607220+00:00,40.122,omen-system,
2026-08-21T23:02:51.970773+00:00,40.313,omen-system,
2026-08-21T23:02:58.302573+00:00,40.739,omen-system,
2026-08-21T23:03:04.590360+00:00,40.315,omen-system,
2026-08-21T23:03:10.896672+00:00,40.435,omen-system,
2026-08-21T23:03:17.169257+00:00,40.429,omen-system,
2026-08-21T23:03:23.462565+00:00,41.405,omen-system,
2026-08-21T23:03:29.781070+00:00,40.568,omen-system,
2026-08-21T23:03:36.092414+00:00,40.167,omen-system,
2026-08-21T23:03:42.400490+00:00,40.447,omen-system,
2026-08-21T23:03:48.701860+00:00,41.471,omen-system,
2026-08-21T23:03:55.038288+00:00,40.17,omen-system,
2026-08-21T23:04:01.356724+00:00,40.52,omen-system,
2026-08-21T23:04:07.682407+00:00,40.388,omen-system,
2026-08-21T23:04:13.986933+00:00,40.309,omen-system,
2026-08-21T23:04:20.379644+00:00,40.675,omen-system,
2026-08-21T23:04:26.690456+00:00,40.412,omen-system,
2026-08-21T23:04:33.045763+00:00,40.484,omen-system,
2026-08-21T23:04:39.352446+00:00,42.64,omen-system,
2026-08-21T23:04:45.679586+00:00,40.808,omen-system,
2026-08-21T23:04:52.009592+00:00,40.69,omen-system,
2026-08-21T23:04:58.314828+00:00,40.647,omen-system,
2026-08-21T23:05:04.656987+00:00,40.503,omen-system,
2026-08-21T23:05:10.959436+00:00,41.292,omen-system,
2026-08-21T23:05:17.237412+00:00,40.326,omen-system,
2026-08-21T23:05:23.548186+00:00,39.943,omen-system,
2026-08-21T23:05:29.868540+00:00,40.734,omen-system,
2026-08-21T23:05:36.175737+00:00,41.079,omen-system,
2026-08-21T23:05:42.497313+00:00,40.812,omen-system,
2026-08-21T23:05:48.804670+00:00,40.632,omen-system,
2026-08-21T23:05:55.122659+00:00,40.812,omen-system,
2026-08-21T23:06:01.459630+00:00,40.988,omen-system,
2026-08-21T23:06:07.760344+00:00,41.395,omen-system,
2026-08-21T23:06:14.065284+00:00,40.371,omen-system,
2026-08-21T23:06:20.390542+00:00,40.434,omen-system,
2026-08-21T23:06:26.719796+00:00,40.758,omen-system,
2026-08-21T23:06:33.035235+00:00,40.322,omen-system,
2026-08-21T23:06:39.353558+00:00,41.392,omen-system,
2026-08-21T23:06:45.671419+00:00,40.806,omen-system,
2026-08-21T23:06:51.959590+00:00,40.437,omen-system,
2026-08-21T23:06:58.241106+00:00,40.77,omen-system,
2026-08-21T23:07:04.489438+00:00,40.349,omen-system,
2026-08-21T23:07:10.821407+00:00,40.459,omen-system,
2026-08-21T23:07:17.108305+00:00,40.584,omen-system,
2026-08-21T23:07:23.439655+00:00,40.248,omen-system,
2026-08-21T23:07:29.788109+00:00,40.52,omen-system,
2026-08-21T23:07:36.076983+00:00,41.061,omen-system,
2026-08-21T23:07:42.380006+00:00,40.314,omen-system,
2026-08-21T23:07:48.720987+00:00,40.282,omen-system,
2026-08-21T23:07:55.003957+00:00,40.095,omen-system,
2026-08-21T23:08:01.313133+00:00,40.573,omen-system,
2026-08-21T23:08:07.602966+00:00,41.571,omen-system,
2026-08-21T23:08:13.862488+00:00,40.533,omen-system,
2026-08-21T23:08:20.195222+00:00,40.232,omen-system,
2026-08-21T23:08:26.546709+00:00,40.405,omen-system,
2026-08-21T23:08:32.849570+00:00,40.422,omen-system,
2026-08-21T23:08:39.111502+00:00,41.327,omen-system,
2026-08-21T23:08:45.437289+00:00,40.435,omen-system,
2026-08-21T23:08:51.721226+00:00,41.149,omen-system,
2026-08-21T23:08:58.035481+00:00,41.391,omen-system,
2026-08-21T23:09:04.362346+00:00,40.559,omen-system,
2026-08-21T23:09:10.627294+00:00,40.081,omen-system,
2026-08-21T23:09:16.912676+00:00,40.79,omen-system,
2026-08-21T23:09:23.259194+00:00,40.756,omen-system,
2026-08-21T23:09:29.578658+00:00,40.869,omen-system,
2026-08-21T23:09:35.877370+00:00,40.633,omen-system,
2026-08-21T23:09:42.325189+00:00,44.179,omen-system,
2026-08-21T23:09:48.756154+00:00,42.838,omen-system,
2026-08-21T23:09:55.050434+00:00,40.802,omen-system,
2026-08-21T23:10:01.379208+00:00,41.244,omen-system,
2026-08-21T23:10:07.679321+00:00,40.374,omen-system,
2026-08-21T23:10:14.046135+00:00,40.447,omen-system,
2026-08-21T23:10:20.425818+00:00,41.103,omen-system,
2026-08-21T23:10:26.835517+00:00,43.288,omen-system,
2026-08-21T23:10:33.165387+00:00,41.83,omen-system,
2026-08-21T23:10:39.456530+00:00,41.182,omen-system,
2026-08-21T23:10:45.769219+00:00,40.754,omen-system,
2026-08-21T23:10:52.119068+00:00,40.471,omen-system,
2026-08-21T23:10:58.456250+00:00,42.462,omen-system,
2026-08-21T23:11:04.803243+00:00,40.845,omen-system,
2026-08-21T23:11:11.122166+00:00,40.481,omen-system,
2026-08-21T23:11:17.455753+00:00,41.182,omen-system,
2026-08-21T23:11:23.784732+00:00,40.142,omen-system,
2026-08-21T23:11:30.094401+00:00,40.888,omen-system,
2026-08-21T23:11:36.398321+00:00,40.358,omen-system,
2026-08-21T23:11:42.729100+00:00,40.42,omen-system,
2026-08-21T23:11:49.050019+00:00,40.922,omen-system,
2026-08-21T23:11:55.333395+00:00,40.382,omen-system,
2026-08-21T23:12:01.686458+00:00,40.708,omen-system,
2026-08-21T23:12:07.989544+00:00,41.886,omen-system,
2026-08-21T23:12:14.373785+00:00,42.117,omen-system,
2026-08-21T23:12:20.710153+00:00,41.789,omen-system,
2026-08-21T23:12:27.046780+00:00,41.883,omen-system,
2026-08-21T23:12:33.348328+00:00,41.58,omen-system,
2026-08-21T23:12:39.722741+00:00,42.751,omen-system,
2026-08-21T23:12:46.071569+00:00,41.997,omen-system,
2026-08-21T23:12:52.439699+00:00,42.137,omen-system,
2026-08-21T23:12:58.802093+00:00,40.791,omen-system,
2026-08-21T23:13:05.136222+00:00,40.987,omen-system,
2026-08-21T23:13:11.455713+00:00,40.954,omen-system,
2026-08-21T23:13:17.786594+00:00,40.704,omen-system,
2026-08-21T23:13:24.142525+00:00,39.903,omen-system,
2026-08-21T23:13:30.455007+00:00,40.921,omen-system,
2026-08-21T23:13:36.785731+00:00,40.453,omen-system,
2026-08-21T23:13:43.103195+00:00,40.716,omen-system,
2026-08-21T23:13:49.431300+00:00,40.919,omen-system,
2026-08-21T23:13:55.791664+00:00,40.218,omen-system,
2026-08-21T23:14:02.110757+00:00,40.104,omen-system,
